userId,movieId,rating,timestamp
1,367,4.5,1574780012
1,70,4.5,1609646920
1,894,4.0,1676957574
1,893,5.0,1533462362
1,162,4.0,1626496022
1,295,4.0,1764975386
1,77,4.5,1539144278
1,548,5.0,1518984869
1,590,2.5,1685674424
1,248,3.0,1537990645
1,874,3.0,1723467243
1,531,4.5,1543268297
1,626,4.0,1757038480
1,513,4.0,1569505766
1,320,3.5,1645228094
1,409,4.5,1522409516
1,634,3.5,1555867441
1,59,4.5,1519112648
1,560,4.5,1766608332
1,715,2.5,1620927509
1,114,5.0,1688043162
1,597,2.5,1731668154
1,483,3.0,1756405570
1,270,2.5,1662896487
1,669,1.5,1622275108
1,31,3.0,1511512261
1,34,3.5,1529719321
1,347,3.0,1514148598
1,432,2.5,1605320267
1,268,3.5,1703682589
1,206,2.0,1509714604
1,343,2.5,1758864843
1,784,4.5,1527992672
1,61,2.5,1707836039
2,438,3.0,1565700306
2,563,3.0,1541233746
2,142,3.5,1541005056
2,119,4.0,1634324487
2,449,2.5,1610520761
2,121,3.0,1765713119
2,631,2.5,1691640535
2,377,3.5,1618265838
2,361,2.0,1738124711
2,199,2.5,1662520977
2,352,3.5,1696995992
2,448,2.0,1657133209
2,60,3.0,1631106987
2,244,3.5,1643631895
2,238,2.0,1671186095
2,95,4.0,1556037606
2,603,4.0,1528989704
2,11,3.0,1686098491
2,233,3.0,1720564744
2,423,3.0,1761030771
2,766,3.5,1650207810
2,771,4.0,1542115419
2,828,2.5,1609282722
2,813,5.0,1573621904
2,550,2.5,1623768032
2,582,3.0,1663712986
2,47,2.5,1613156087
2,822,4.5,1565899856
2,16,2.0,1699925350
2,895,5.0,1576214858
2,738,4.0,1519256309
2,256,2.5,1626221166
2,833,3.0,1736372133
2,59,3.5,1743612144
2,79,3.0,1561331403
2,130,3.0,1511429794
2,450,2.5,1767848918
2,185,1.5,1518122712
2,290,2.0,1645115443
2,45,0.5,1649232574
2,322,3.0,1706253273
2,359,3.5,1661282919
2,617,4.0,1545361994
2,671,3.5,1532061955
2,251,2.5,1649836635
2,300,3.0,1706124208
2,133,3.0,1765943032
2,621,1.5,1510119197
2,408,4.5,1705400467
2,491,4.0,1706514509
3,389,3.5,1654306616
3,189,1.5,1748841028
3,676,3.5,1727544694
3,442,3.5,1639640505
3,546,2.0,1587267758
3,54,3.0,1704704064
3,677,4.0,1750897208
3,313,4.0,1627897098
3,33,3.5,1570798622
3,555,3.5,1508151535
3,782,4.0,1650699732
3,357,3.5,1647313526
3,27,3.5,1545922255
3,624,4.5,1634181550
3,773,4.5,1658819795
3,345,3.0,1681211302
3,849,3.0,1711849910
3,269,3.0,1520726548
3,830,3.5,1647247522
3,772,3.5,1694183454
3,606,5.0,1644282634
3,222,3.0,1634493288
3,776,4.0,1506624513
3,29,2.5,1566736499
3,350,4.0,1664763081
3,744,4.0,1672329864
3,850,2.5,1642011774
3,637,4.0,1595984140
3,445,2.0,1738267973
3,887,3.5,1748423200
3,438,2.5,1509269983
3,802,3.5,1736174496
3,747,3.0,1504762420
3,754,4.5,1750417800
3,771,4.5,1519866241
3,59,3.5,1692588294
3,827,5.0,1757809659
3,112,4.0,1616953300
3,567,3.0,1719371301
3,398,3.5,1531452493
4,565,4.0,1593681461
4,322,3.5,1578867293
4,66,4.5,1526617885
4,452,4.5,1624915073
4,185,2.5,1561443030
4,265,2.0,1520670485
4,785,3.5,1598921414
4,806,3.5,1736389030
4,283,5.0,1670367628
4,266,3.0,1522524735
4,890,4.0,1622381027
4,507,2.5,1532648658
4,131,2.0,1639078958
4,233,4.5,1638214775
5,615,5.0,1723322017
5,241,4.5,1538328916
5,359,3.0,1728962199
5,112,3.5,1651979783
5,80,2.5,1576815213
5,520,4.0,1513257812
5,455,3.5,1675310116
5,116,4.0,1693427580
5,524,4.5,1679844123
5,243,4.5,1719117177
5,209,4.0,1701173910
5,334,3.5,1752697101
5,585,5.0,1657873890
5,381,1.5,1516727504
5,850,4.5,1586067290
5,843,2.0,1697730585
6,606,3.5,1580570733
6,27,3.5,1704595953
6,109,3.0,1542114820
6,624,4.0,1541506262
6,217,2.5,1620571011
6,828,3.0,1724455055
6,321,3.0,1565091501
6,524,2.5,1527612079
6,733,3.5,1753579785
6,800,2.5,1736769422
6,760,2.5,1670155520
6,521,1.5,1644516373
6,803,4.0,1604702494
6,596,3.0,1657338236
6,730,2.5,1631012068
6,353,3.5,1676461148
6,221,4.0,1630499007
6,388,5.0,1694328458
6,851,3.0,1623958500
6,597,3.0,1744717128
6,34,3.0,1669015752
6,673,3.0,1561963987
6,744,3.0,1629410841
7,361,3.5,1606356390
7,574,4.0,1596591509
7,518,2.5,1743776519
7,79,3.5,1508328079
7,371,3.0,1589534471
7,670,3.5,1564848016
7,496,2.5,1724747908
7,620,4.5,1641398979
7,236,4.5,1752254310
7,460,3.5,1554221478
7,806,1.5,1567859383
7,429,5.0,1518294234
7,584,4.5,1731616777
7,848,5.0,1512848105
7,847,2.5,1589622885
7,129,3.5,1539199473
7,551,3.5,1571069767
7,251,3.0,1708367187
7,796,5.0,1726752095
7,418,4.0,1690249750
7,691,4.0,1568425800
7,599,3.0,1715992566
7,682,3.5,1629619378
7,142,5.0,1657513575
7,621,2.5,1563903552
7,267,5.0,1680822575
7,815,4.5,1680732483
7,294,3.5,1557859536
7,350,4.5,1524286805
7,322,5.0,1539595595
7,121,5.0,1690566426
7,84,3.0,1740998850
7,419,4.0,1719512947
7,432,3.5,1741459684
7,152,2.5,1733909366
7,590,3.5,1655311996
7,507,3.0,1756144359
7,648,4.0,1572265798
8,608,2.5,1553400691
8,379,5.0,1686479756
8,691,3.0,1652895983
8,665,2.5,1588901818
8,465,4.5,1563646627
8,389,5.0,1654534620
8,329,3.0,1647021292
8,450,3.0,1761260565
8,181,5.0,1735641635
8,521,2.0,1620062247
8,740,5.0,1590903399
8,603,3.5,1654875886
8,287,3.0,1639279890
8,792,4.0,1556972444
8,100,3.0,1624379345
8,238,3.5,1649587648
8,305,2.5,1575700479
8,506,4.5,1551526731
8,350,2.5,1611048049
8,50,2.5,1590651954
8,578,3.5,1514683486
8,531,4.0,1521337955
8,538,2.5,1604761053
8,594,4.5,1503578303
8,865,3.5,1762189440
8,437,4.0,1513839085
8,293,4.0,1698395577
8,331,3.5,1609060460
8,394,4.0,1651310367
8,327,3.5,1728976817
8,776,3.5,1738813430
8,183,3.0,1567741674
8,147,2.5,1743658529
8,43,4.5,1658345552
8,834,4.0,1558849039
8,753,4.0,1564392615
8,749,4.0,1738588151
8,216,4.0,1732071014
8,441,4.0,1764814556
8,532,3.5,1641227402
8,285,5.0,1546634661
8,589,4.0,1573453621
8,631,2.0,1649493422
8,322,3.0,1562525401
9,77,3.0,1669012291
9,335,4.0,1520592675
9,161,2.0,1732667841
9,520,3.5,1553922669
9,344,4.5,1670471118
9,283,5.0,1602219511
9,465,2.0,1519132030
9,646,2.5,1504279176
9,754,4.0,1632023931
9,526,2.5,1573484028
9,689,3.5,1701975697
9,796,5.0,1618224103
9,76,3.0,1605053991
9,724,4.5,1642424361
10,192,3.0,1626012078
10,752,2.0,1687208915
10,509,3.0,1759970645
10,290,2.0,1596671301
10,135,2.5,1661115264
10,204,3.5,1624496787
10,651,5.0,1656828539
10,897,2.5,1760414576
10,91,2.5,1763185917
10,529,3.5,1710566168
10,878,3.0,1691731567
10,741,2.5,1758212926
10,768,4.5,1658600913
10,220,2.5,1551825887
10,4,3.0,1617537433
10,445,2.0,1560326796
10,69,4.5,1654227635
10,503,2.0,1725267825
10,572,3.0,1740074131
10,626,2.0,1674696209
10,214,3.5,1632819855
10,728,2.5,1728097813
10,183,3.5,1562179949
10,40,2.5,1594593671
10,429,4.0,1749503202
10,705,1.0,1671211331
10,270,4.5,1560954334
10,629,2.0,1686604824
10,390,2.5,1713722569
10,647,1.5,1568750543
11,241,2.5,1589407875
11,30,4.0,1610703221
11,298,4.5,1559225245
11,275,3.0,1676997845
11,520,5.0,1569371955
11,221,5.0,1510694423
11,872,3.0,1511337475
11,802,4.0,1703575076
11,419,5.0,1548454054
11,63,3.0,1678932674
11,576,3.0,1689354709
11,791,4.5,1534072392
11,331,4.0,1526422213
11,268,2.5,1612991674
11,692,5.0,1694399750
11,326,2.5,1606536563
11,422,5.0,1584284927
11,401,3.0,1712346559
11,829,3.5,1623123006
11,453,2.5,1655793219
11,436,2.5,1586653204
11,409,4.5,1700725268
11,267,4.0,1677973841
11,56,4.0,1721939902
11,498,3.5,1615757474
11,746,3.0,1633521806
11,225,3.5,1507323397
11,348,1.5,1519367600
11,652,4.0,1510752650
11,839,4.5,1555040398
11,47,3.5,1769240398
11,316,4.0,1713641017
11,459,3.0,1760328678
11,420,4.0,1522701676
11,227,3.5,1584259476
11,587,3.5,1651982639
11,897,3.0,1661848562
12,35,5.0,1581522538
12,279,2.5,1551301597
12,768,4.5,1709983045
12,127,3.0,1604305468
12,833,2.5,1667605569
12,803,4.0,1673799466
12,387,4.0,1728252123
12,672,2.5,1512579934
12,411,3.0,1662217681
12,135,2.5,1647129335
12,838,3.5,1746373088
12,759,3.0,1608805854
12,898,4.5,1553514873
12,277,3.5,1641878849
12,883,3.0,1753081136
12,87,3.5,1702175236
12,79,3.5,1656357562
12,76,3.5,1730604617
12,517,4.0,1549962492
12,740,4.5,1619321144
12,721,3.0,1718147140
12,781,3.0,1649549632
12,751,2.0,1759496299
12,426,4.5,1652698427
12,21,3.5,1631326163
12,16,3.0,1705303915
13,382,4.0,1543719708
13,782,3.0,1556395001
13,560,4.0,1728547033
13,732,2.5,1541609882
13,111,2.5,1701694912
13,464,4.0,1568334260
13,230,4.0,1507314611
13,592,3.0,1587023077
13,26,3.0,1565217839
13,407,4.0,1589226321
13,790,2.0,1605960928
13,238,4.0,1734935384
13,458,3.0,1561023212
13,379,4.0,1520971221
13,489,5.0,1727731096
13,577,3.5,1765850171
13,112,4.0,1591655722
13,659,3.5,1761559955
13,319,3.5,1575089659
13,341,3.0,1724491146
13,148,3.0,1714429281
13,830,3.5,1504970632
13,646,3.0,1659316994
13,86,2.5,1563127042
13,98,3.0,1733796220
13,575,3.5,1657960120
13,174,3.0,1645549800
13,213,3.5,1673079742
13,886,4.5,1699518308
13,502,4.5,1589091407
13,608,2.5,1575976682
13,256,3.0,1655798210
13,145,3.5,1609769615
13,413,1.5,1699315103
13,632,3.5,1634883107
13,859,3.0,1753462145
13,485,2.0,1748506898
13,536,4.5,1613074208
13,741,3.0,1677262518
13,860,5.0,1572659705
13,581,3.5,1588174718
13,779,5.0,1754407246
13,239,4.0,1505272711
13,61,3.0,1670557460
13,786,4.5,1723500943
13,506,3.5,1596221108
13,259,3.5,1580718044
13,422,4.5,1752594241
13,759,3.0,1535996126
13,346,3.5,1503007782
13,855,4.5,1667418098
13,155,4.0,1600756943
13,38,2.5,1606980999
13,330,4.0,1550384179
13,706,2.5,1746205554
13,579,3.0,1677723132
13,614,3.0,1550849499
13,417,4.0,1532806994
13,893,4.0,1751628229
13,6,2.0,1583995076
13,275,3.0,1535847944
13,707,3.0,1688147911
13,215,3.5,1621348668
13,774,3.5,1685197617
13,576,1.5,1507585710
13,814,3.5,1603423169
13,501,3.0,1647414345
13,559,3.5,1652572042
13,512,4.0,1728795941
13,321,3.5,1664148454
13,668,4.0,1697179158
13,242,2.5,1716503049
13,473,3.0,1636767533
13,726,3.0,1608763667
13,495,4.0,1541594677
13,527,2.0,1581830834
13,569,2.0,1555284970
14,578,4.0,1673590700
14,105,2.0,1541761806
14,130,2.5,1528018856
14,817,4.5,1573537855
14,535,2.5,1736056244
14,602,2.0,1728387964
14,661,3.0,1753236145
14,785,3.0,1675604764
14,393,3.0,1662434761
14,339,3.5,1768636838
